Song,Artist,Average_Rank,Max_Rank,First_Week_on_Board,First_Rank_on_Board,Last_Week_on_Board,Last_Rank_on_Board,Weeks_on_Board,track_id,track_popularity,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,tag,year,views,features,lyrics,id
Say You Won't Let Go,James Arthur,33.90384615384615,11,2016-11-09,100,2017-11-01,46,52,5uCax9HTNlzGybIStD3vDh,85,7oiJYvEJHsmYtrgviAVIBD,Back from the Edge,2016-10-28,Post pop teen,222nc9tKxKhfZ2GBrOpwH3,pop,post-teen pop,0.358,0.557,10,-7.398,1,0.059,0.695,0,0.0902,0.494,85.043,211467,NA,NA,NA,NA,NA,NA
Scar Tissue,Red Hot Chili Peppers,29.586206896551722,9,1999-06-02,89,1999-12-15,47,29,1G391cbiT3v3Cywg8T7DM1,76,2Y9IRtehByVkegoD7TcLfi,Californication (Deluxe Edition),1999-06-08,Permanent wave,0tOy7ZY4E2PadXIyj8zU43,rock,permanent wave,0.595,0.717,0,-4.803,1,0.0295,0.0779,0.00274,0.108,0.547,88.969,215907,rock,1999,610785,{},"[Verse 1]
Scar tissue that I wish you saw
Sarcastic mister know-it-all
Close your eyes and I'll kiss you
'Cause with the birds I'll share

[Chorus]
With the birds, I'll share this lonely view
With the birds, I'll share this lonely view

[Verse 2]
Ah, push me up against the wall
Young Kentucky girl in a push-up bra
Ah, fallin' all over myself
To lick your heart and taste your health, 'cause

[Chorus]
With the birds (Share this lone—), I'll share this lonely view
With the birds (Share this lone—), I'll share this lonely view
With the birds (Share this lone—), I'll share this lonely view
[Verse 3]
Blood loss in a bathroom stall
A southern girl with a scarlet drawl
I wave good-bye to Ma and Pa
'Cause with the birds I'll share

[Chorus]
With the birds (Share this lonely), I'll share this lonely view
With the birds (Share this lonely), I'll share this lonely view

[Verse 4]
Soft-spoken with a broken jaw
Step outside but not to brawl and
Autumn's sweet, we call it fall
I'll make it to the moon if I have to crawl and

[Chorus]
(I will share this lonely)
With the birds, I'll share this lonely view
(I will share this lonely)
With the birds, I'll share this lonely view
(I will share this lonely)
With the birds, I'll share this lonely view

[Instrumental Break]
[Verse 1]
Scar tissue that I wish you saw
Sarcastic mister know-it-all
Close your eyes and I'll kiss you
'Cause with the birds I'll share

[Chorus]
(I will share this lonely)
With the birds, I'll share this lonely view
(I will share this lonely)
With the birds, I'll share this lonely view
(I will share this lonely)
With the birds, I'll share this lonely view

[Guitar Solo]",73315
Scars,Papa Roach,43.23684210526316,15,2005-02-09,73,2005-10-26,40,38,1UREw2MCfU0xwBzCAjxlUD,64,25wlsi7SWD8mFKxaEWGYuL,Getting Away With Murder,2004-01-01,Permanent Wave,2ExyzXAbukW7I8bDqdGvPB,rock,permanent wave,0.471,0.936,11,-3.354,1,0.0448,0.0783,0,0.171,0.45,89.881,208186,rock,2004,77320,{},"[Intro]
I tear my heart open—I sew myself shut
And my weakness is that I care too much
And my scars remind me that the past is real
I tear my heart open just to feel

[Verse 1]
I'm drunk and I'm feeling down
And I just want to be alone
I'm pissed 'cause you came around
Why don't you just go home?
'Cause I've channeled all your pain
And I can't help you fix yourself
You're making me insane
All I can say is:

[Chorus]
I tear my heart open—I sew myself shut
And my weakness is that I care too much
And our scars remind us that the past is real
Tear my heart open just to feel
[Verse 2]
I tried to help you once
Against my own advice
I saw you goin' down
But you never realized
That you're drowning in the water
And I offered you my hand
Compassions in my nature
Tonight is our last stand

[Chorus]
I tear my heart open—I sew myself shut
And my weakness is that I care too much
And our scars remind us that the past is real
I tear my heart open just to feel

[Verse 3]
I’m drunk and I’m feeling down
And I just want to be alone
You shouldn’t have come around
Why don’t you just go home?
'Cause you’re drowning in the water
And I tried to grab your hand
I left my heart open
But you didn’t understand
(But you didn’t understand)
Go fix yourself!
[Bridge]
I can't help you fix yourself
But at least I can say I tried
I'm sorry, but I gotta move on with my own life
I can't help you fix yourself
But at least I can say I tried
I'm sorry, but I gotta move on with my own life

[Chorus]
I tear my heart open—I sew myself shut
And my weakness is that I care too much
And our scars remind us that the past is real
I tear my heart open just to feel
I tear my heart open—I sew myself shut
And my weakness is that I care too much
And our scars remind us that the past is real
I tear my heart open just to feel",67321
Scotty Doesn't Know,Lustra,76.5,75,2006-07-26,75,2006-08-02,78,2,1LkoYGxmYpO6QSEvY5C0Zl,66,3MCqjuNms0vjGyUDQ92Ivs,Left for Dead,2006,Permanent Wave,2ExyzXAbukW7I8bDqdGvPB,rock,permanent wave,0.317,0.887,0,-4.525,1,0.0472,4.49e-4,9.23e-6,0.363,0.544,174.009,175200,NA,NA,NA,NA,NA,NA
Secret Rendezvous,Karyn White,37.333333333333336,6,1989-05-24,83,1989-10-11,87,21,4aYOQDyN2wTOlt2mRQ6zef,38,2Ck4KnfNbVPQqcRkmsDt6F,Karyn White,1988-01-01,The New (Jack Swing) Testament,4mciQwEuqaUMwIWKcDMFW0,r&b,new jack swing,0.733,0.689,10,-13.001,0,0.0388,0.0503,0.00115,0.0656,0.888,111.695,337400,rb,1988,2665,{},"[Intro]
Happiness is when I, I think of you
And when we get together and rendezvous
I'll be on time, you bring the wine
And when we lock the door, you'll be all mine

[Verse 1]
Alone in my room
Thoughts of you in my head
As I wait
The time is soon
You'll arrive
Together then
We'll escape

[Pre-Chorus]
Into the night on wings of love
And do the things that we once dreamed of
All aboard a luxury
A first class ticket to ecstasy
[Chorus]
It won't stop
It don't stop
Our non-stop secret rendezvous
It won't stop
It don't stop
Our non-stop secret rendezvous
Hey, hey, hey
Oh, oh, oh

[Verse 2]
From a penthouse view
We'll make love
Drink champagne by candlelight
I'm so glad I'm in your arms
Baby, I am yours tonight

[Pre-Chorus]
To be with you is all I need
So lock the door and throw away the key
No one will disturb this groove
We could not stop it if we wanted to

[Chorus]
It won't stop
It don't stop
Our non-stop secret rendezvous
It won't stop
It don't stop
Our non-stop secret rendezvous
Hey, hey, hey
Hey, hey, hey
Oh, oh, oh
Secret rendezvous

Happiness is when I, I think of you
And when we get together and rendezvous
I'll be on time, you bring the wine
And when we lock the door, you'll be all mine

I want you
Do you want me?
I wanna lock the door
Throw away the key
Ecstasy, yeah

[Bridge: Karyn White & (Babyface)]
(It won't stop)
No
(It don't stop)
Baby
(Our non-stop secret rendezvous)
(It won't stop, it don't stop)
I just wanna be with you
(Our non-stop secret rendezvous)

[Chorus]
It won't stop
It don't stop
Our non-stop secret rendezvous
(Oh-ooh-oh, oh-oh-ooh-oh, oh-oo-oh, secret rendezvous)

[Interlude]
I wanna rendezvous by candlelight
I wanna hug and squeeze you through the night
So lock the door, throw away the key
Ecstasy
I can't let no one disturb this groove
I couldn't stop it if I wanted to
It's you for me
And me for you
In a secret rendezvous

(Oh-ooh-oh, oh-oh-ooh-oh, oh-oo-oh, secret rendezvous)

[Chorus]
It won't stop
It don't stop
Our non-stop secret rendezvous
It won't stop
It don't stop
Our non-stop secret rendezvous

[Interlude]
I wanna rendezvous by candlelight
I wanna hug and squeeze you through the night
So lock the door, throw away the key
Ecstasy
I can't let no one disturb this groove
I couldn't stop it if I wanted to
It's you for me
And me for you
In a secret rendezvous

(Oh-ooh-oh, oh-oh-ooh-oh, oh-oo-oh, secret rendezvous)

[Chorus]
It won't stop
It don't stop
Our non-stop secret rendezvous
It won't stop
It don't stop
Our non-stop secret rendezvous",725038
Secrets,OneRepublic,36,21,2010-06-23,98,2011-02-16,44,33,1NhPKVLsHhFUHIOZ32QnS2,76,2pLAOZiilrhOrTQNqrF8qr,Waking Up,2009-01-01,Electropop - Pop,5TiiHps0hNCyQ6ijVkNZQs,pop,electropop,0.516,0.764,2,-6.223,1,0.0366,0.0717,0,0.115,0.376,148.021,224693,rock,2009,560888,{},"[Verse 1]
I need another story
Something to get off my chest
My life gets kinda boring
Need something that I can confess
'Til all my sleeves are stained red
From all the truth that I've said
Come by it honestly I swear
Thought you saw me wink, no
I've been on the brink, so

[Chorus]
So tell me what you want to hear
Something that will light those ears
I'm sick of all the insincere
So I'm gonna give all my secrets away
This time
Don't need another perfect lie
Don't care if critics ever jump in line
I'm gonna give all my secrets away
[Verse 2]
My God, amazing how we got this far
It's like we're chasing all those stars
Who's driving shiny big black cars
And every day I see the news
All the problems that we could solve
And when a situation rises
Just write it into an album
Send it straight to gold
But I don't really like my flow, no

[Chorus]
So tell me what you want to hear
Something that will light those ears
I'm sick of all the insincere
So I'm gonna give all my secrets away
This time
Don't need another perfect lie
Don't care if critics ever jump in line
I'm gonna give all my secrets away

[Bridge]
Ooh
Got no reason, got no shame
Got no family I can blame
Just don't let me disappear
I'ma tell you everything
[Chorus]
So tell me what you want to hear
Something that'll light those ears
I'm sick of all the insincere
So I'm gonna give all my secrets away
This time
Don't need another perfect lie
Don't care if critics ever jump in line
I'm gonna give all my secrets away
So tell me what you want to hear
Something that'll light those ears
I'm sick of all the insincere
So I'm gonna give all my secrets away
This time
Don't need another perfect lie
Don't care if critics ever jump in line
I'm gonna give all my secrets away

[Outro]
All my secrets away
All my secrets away",83577
Secrets,The Weeknd,56.5,47,2016-12-14,47,2016-12-21,66,2,00NAQYOP4AmWR549nnYJZu,71,2ODvWsOgouMbaA5xf0RkJe,Starboy,2016-11-25,Urban Contemporary,4Pbs84EQbuAblxlp6Chz0d,r&b,urban contemporary,0.665,0.771,0,-5.779,1,0.0533,0.0155,9.6e-6,0.46,0.764,109.945,265600,pop,2016,704817,{},"[Verse 1]
Everybody here wants you
My love, my love
And I know that you want 'em too
My love, my love
I ask you what your heart desires
My love, my love
You tell me I'm the only one
My love, my love

[Pre-Chorus]
It's a lie, a lie
I catch you every time
In your lies, your lies
Every time you close your eyes

[Chorus]
I hear the secrets that you keep
When you're talkin' in your sleep
I hear the secrets that you keep, keep, keep
When you're talk, talkin', talkin'
I hear the secrets that you keep
When you're talkin' in your sleep
I hear the secrets that you keep, keep, keep
When you're talk, talkin', talkin'
[Verse 2]
You told me not to worry 'bout
Those guys, those guys
You told me that you left it all
Behind, behind

[Pre-Chorus]
It's a lie, a lie
I catch you every time
In your lies, your lies
Every time you close your eyes

[Chorus]
I hear the secrets that you keep
When you're talkin' in your sleep
I hear the secrets that you keep, keep, keep
When you're talk, talkin', talkin'
I hear the secrets that you keep
When you're talkin' in your sleep
I hear the secrets that you keep, keep, keep
When you're talk, talkin', talkin'

[Bridge]
Wipe the lust from your eyes
I see that you're not mine
I can see the lust in your eyes (Wipe the)
You can't hide it (Lust from your eyes)
You can't be the one, I rely (I see)
We're divided (That you're not mine)
[Chorus]
I hear the secrets that you keep (Secrets that you keep)
When you're talkin' in your sleep (Talkin' in your sleep)
I hear the secrets that you keep, keep, keep (Secrets that you keep)
When you're talk, talkin', talkin' (Oh, baby)
I hear the secrets that you keep (Secrets that you keep)
When you're talkin' in your sleep (Talkin' in your sleep)
I hear the secrets that you keep, keep, keep (Secrets that you keep)
When you're talk, talkin', talkin'",2916544
Semi-Charmed Life,Third Eye Blind,20.651162790697676,4,1997-07-02,17,1998-04-22,49,43,42et6fnHCw1HIPSrdPprMl,74,2gToC0XAblE9h3UZD6aAaQ,Third Eye Blind,1997-04-08,Permanent Wave,2ExyzXAbukW7I8bDqdGvPB,rock,permanent wave,0.64,0.864,7,-6.576,1,0.0315,0.00832,0,0.123,0.7,102.026,268360,rock,1997,599045,{},"[Refrain]
Doo-doo-doo, doo-doo-doo-doo
Doo-doo-doo, doo-doo-doo-doo
Doo-doo-doo, doo-doo-doo-doo
Doo-doo-doo

[Verse 1]
I'm packed and I'm holding, I'm smiling
She's living, she's golden, she lives for me
Says she lives for me
Ovation, her own motivation
She comes 'round and she goes down on me
And I make her smile like a drug for you
Do ever what you want to do, coming over you
Keep on smiling what we go through
One stop to the rhythm that divides you

[Pre-Chorus]
And I speak to you like the chorus to the verse
Chop another line like a coda with a curse
Come on like a freak show, takes the stage
We give them the games we play, she say
[Chorus]
I want something else
To get me through this
Semi-charmed kind of life, baby, baby
I want something else
I'm not listening when you say
Goodbye

[Refrain]
Doo-doo-doo, doo-doo-doo-doo
Doo-doo-doo, doo-doo-doo-doo
Doo-doo-doo, doo-doo-doo-doo
Doo-doo-doo

[Verse 2]
The sky was gold, it was rose
I was taking sips up into my nose
And I wish I could get back there, some place back there
Smiling in the pictures you would take
Doing crystal meth will lift you up until you break
It won't stop, I won't come down, I keep stock
With a tick-tock rhythm, a bump for the drop
And then I bumped up, I took the hit that I was given
Then I bumped again, then I bumped again, I said

[Pre-Chorus]
How do I get back there
To the place where I fell asleep inside you?
How do I get myself back to
The place where you said
[Chorus]
I want something else
To get me through this
Semi-charmed kind of life, baby, baby
I want something else
I'm not listening when you say
Goodbye

[Bridge]
I believe in the sand beneath my toes
The beach gives a feeling, an earthy feeling
I believe in the faith that grows
And the four right chords can make me cry
When I'm with you I feel like I could die
And that would be alright, alright
And when the plane came in, she said she was crashing
The velvet it rips in the city
We tripped on the urge to feel alive
But now I'm struggling to survive
Those days you were wearing that velvet dress
You're the priestess, I must confess
Those little red panties, they pass the test
So slide up 'round the belly face down on the mattress one
And you hold me
And we are broken
Still it's all that I want to do, just a little now
Feel myself hovering off the ground
I'm scared, I'm not coming down
No, no
And I won't run for my life
She's got her jaws now locked down in a smile
But nothing is alright, alright
[Chorus]
And I want something else
To get me through this life, baby
I want something else
Not listening when you say
Goodbye, goodbye
Goodbye, goodbye

[Refrain]
Doo-doo-doo, doo-doo-doo-doo
Doo-doo-doo, doo-doo-doo-doo
Doo-doo-doo, doo-doo-doo-doo

[Outro]
The sky was gold, it was rose
I was taking sips up into my nose
And I wish I could get back there, some place back there
In the place we used to start our lives

[Refrain]
Doo-doo-doo, doo-doo-doo-doo
Doo-doo-doo, doo-doo-doo-doo
Doo-doo-doo, doo-doo-doo-doo
(I want something else)",3083
Send Me An Angel,Real Life,55.21052631578947,29,1983-11-09,95,1984-03-14,95,19,3HCDGtLZabH3umLgwCBpDB,55,1sGd8pGtXBuBA728U5FSgf,Heartland,1983-01-01,"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)",2nRWtTI9a2LWjJ9Wy3JZs5,pop,electropop,0.605,0.926,7,-4.831,0,0.0372,0.0714,2.18e-5,0.0953,0.49,129.844,236547,pop,1983,21718,{},"Do you believe in Heaven above?
Do you believe in love?
Don't tell a lie, don't be false or untrue
It all comes back to you

Open fire!
On my burning heart
I've never been lucky in love
My defenses are down
A kiss or a frown
I can't survive on my own

If a girl walks in and carves her name in my heart
I'll turn and run away
Every day, we've all been led astray
It's hard to be lucky in love

It gets in your eyes
It's making you cry
Don't know what to do
Don't know what to do
You're looking for love
Calling Heaven above
Send me an angel
Send me an angel
Right now, right now

Send me an angel
Send me an angel
Right now, right now

Empty dreams can only disappoint
In a room behind your smile
But don't give up, don't give up
(Give up, give up, give up)
You can be lucky in love

It gets in your eyes
It's making you cry
Don't know what to do
Don't know what to do
You're looking for love
Calling Heaven above

Send me an angel
Send me an angel
Right now, right now

Send me an angel
Send me an angel
Right now, right now
Send me an angel
Send me an angel
Right now, right now

Send me an angel
Send me an angel
Right now, right now
Right now",1531246
Sending All My Love,Linear,36.96296296296296,5,1990-02-14,92,1990-08-15,91,27,6zNPPFFrxmhpTQejOn1Wm1,49,6qnHcP6z0qNjupb9mkSyG0,Linear,2005-02-08,80's Freestyle/Disco Dance Party (Set Crossfade to 4-Seconds),1oReEujyWpQv2OX68BVPPA,latin,latin hip hop,0.703,0.517,7,-13.644,1,0.0529,4.07e-4,0.0969,0.0963,0.768,104.833,234067,pop,1990,5008,{},"[Intro]
Nothing really matters to me
When you're gone, when you're gone
Nothing really matters to me
When you're gone, when you're gone

[Verse 1]
Girl, I close my eyes
And then I start to cry for you
You're the reason why
I have to say goodbye to you

This pain I have inside
Just makes me want to die for you
All these lonely nights
They just don't seem so right for you

I'm sending you all my...

[Chorus]
Sending all my love
I'm sending all my love to you
I'm sending all my love
I'm sending all my love to you
[Verse 2]
Every move you make
Day by day, I pray for you
When I close my eyes
Teardrops start to fall for you

I'm sending all my love
Sending all my love to you
This pain I have inside
Just makes me want to die for you

[Chorus]
I'm sending all my love
Sending all my love to you
I'm sending all my love
Sending all my love to you

[Bridge]
I'm sending all my love
Sending all my love to you
(Sending you all my)

Sending all my love
Sending all my love to you

[Verse 3]
Girl, I close my eyes
And then I start to cry for you
You're the reason why
I have to say goodbye to you
This pain I have inside
Just makes me want to cry for you
All these lonely nights
They just don't seem so right for you

[Chorus]
I'm sending all my love
Sending all my love to you
I'm sending all my love
Sending all my love to you

I'm sending all my love
Sending all my love to you
I'm sending all my love
Sending all my love to you
(Sending you all my...)",2034620
Sensitivity,Ralph Tresvant,25.75,4,1990-10-31,64,1991-03-13,94,20,3lRgzwd3g1TewI4zjgbh9V,54,59xCSAdPeDW21sCrkE6B6c,Ralph Tresvant,1990-01-01,New Jack Swing/ R&B Hits: 1987 - 2002,4sji14lrB5bgcr51lPALYH,r&b,new jack swing,0.683,0.661,1,-12.823,1,0.0459,0.137,0.557,0.0772,0.707,96.956,281333,rb,1990,28939,{},"[Intro]
Listen baby, don't even waste your tears on that insensitive man
There's better things for you
I mean, what you really need is someone who cares
Someone that's gonna be there for you
Someone like me, baby
Someone with sensitivity (Hoo)

You understand?
Can you feel it? Hey
Ooh, na, na, na, na

[Verse 1]
Girl, I know it's been hard since he went away
And left you so sad, you cry every day
Let me kiss your tears, erase all your doubts
'Cause for you I'm here, you won't be without love

[Pre-Chorus]
Don't need a man that'll give you money (No)
Come on let me show you just what you need, honey
(I got what you need)
Don't need a man that'll treat you funny
[Chorus]
You need a man with sensitivity, a man like me

[Verse 2]
Someone who can love you
Someone who will need you
Someone who will treat you right, like me girl
Someone you can hold at night
Someone stable in your life (Ah baby)

[Chorus]
You need a man with sensitivity, a man like me

[Bridge]
Baby, honey
Baby, and I'm the man
Ah, you know, you know, honey, like I do, baby
Hang in there
Hang on in there, baby
You need a man with sensitivity, a man like me

You see you need someone who's there like a gentleman
If anybody can fit the description, baby, I can
Someone who cares and dares to give himself completely
You got it in me, you need a man with sensitivity
You need a man, not any man
Warm and sensitive, that's what I can give
You need a man, not any man
Warm and sensitive, that's what I can give
You need a man, not any man (I'm a gentleman)
Warm and sensitive, that's what I can give

[Chorus]
Man (Man) with (Man) sensitivity (Man, yeah, baby)
A man like me

[Outro]
Don't need a man that'll give you money
(Don't need a man, hoo)
Come on let me show you just what you need, honey
(Oh, I got what you need, baby)
Don't need a man that'll treat you funny
(I'm a gentleman at heart)
You need a man with sensitivity, a man like me

Save a little love for me (Save it, baby) sensitivity
Baby, got what you need (I got it) sensitivity
Save a little love for me (Save your love for me, yeah)
Sensitivity

Man with (Hold on) sensitivity (Hold on, baby)
A man like me (Hoo)
Hold on, my darling
(Hang on in there, baby; everything gon' be alright)
Don't let me down
(I'll erase all your doubts)
Hold on, my darling
(I'm here for you, baby, no matter what)
Man with (Smooth) sensitivity (Silky, silky), a man like me

Don't need a man that'll give you money
Don't need a man that'll (Nah, oh sugar, no)
Don't need a man that'll treat you funny
Don't need a man that'll (Ah, sugar, no)
Don't need a man that'll give you money
Don't need a man that'll (Gentleman)
Ah, sugar, no, no, no, no",326798
Sentimental Lady,Bob Welch,34.333333333333336,8,1977-10-12,90,1978-02-08,67,18,478thMMvYGris8eJPcDRoq,51,5YQsoNZvxTZKqsJ2Y7fQjJ,French Kiss,1977-01-01,Soft Rock Drive,37i9dQZF1DX6TIU4D13lOY,rock,classic rock,0.445,0.471,4,-16.218,1,0.0328,0.107,0,0.268,0.562,71.041,178693,rock,1977,8388,{},"[Verse 1]
You are here and warm
But I could look away and you'd be gone
'Cause we live in a time
When meaning falls in splinters from our lives
And that's why I've traveled far
'Cause I come so together where you are

[Bridge]
Yes, and all of the things that I said that I wanted
Come rushing by in my head when I'm with you
Fourteen joys and a will to be merry
All of the things that they say are very

[Chorus]
Sentimental gentle wind
Blowing through my life again
Sentimental lady, gentle one (All I need is you)
Sentimental gentle wind
Blowing through my life again
Sentimental lady, gentle one
Ooh, sentimental lady

[Verse 2]
Yes, and all of the things that I said that I wanted
Come rushing by in my head when I'm with you
Fourteen joys and a will to be merry
All of the things that they say are very

[Chorus]
Sentimental gentle wind
Blowing through my life again
Sentimental lady, gentle one (All I need is you)
Sentimental gentle wind
Blowing through my life again
Sentimental lady, gentle one (All I need is you)

[Verse 1]
All of the things that I said that I wanted
Come rushing by in my head when I'm with you
Fourteen joys and a will to be merry
All of the things that they say are very (All I need is you)

All of the things that I said that I wanted
Come rushing by in my head when I'm with you",884579
Seven Nation Army,The White Stripes,82.25,76,2003-05-21,76,2003-10-01,81,20,47wPvRG8FEwbZP22UBgTQr,78,4bud6XY9UtafCOiYzv2vOl,Elephant,2003-04-01,"Muse Radio - (Uprising, Starlight, Supermassive Black Hole, Madness)",0dAbaJtkS9st5o0cBe1Zcu,rock,permanent wave,0.74,0.469,4,-7.627,0,0.0805,0.00601,0.447,0.306,0.313,123.909,231920,rock,2003,768106,{},"[Verse 1]
I'm gonna fight 'em off
A seven nation army couldn't hold me back
They're gonna rip it off
Taking their time right behind my back
And I'm talking to myself at night
Because I can't forget
Back and forth through my mind
Behind a cigarette

[Pre-Chorus 1]
And the message coming from my eyes
Says ""Leave it alone""

[Instrumental Chorus]

[Verse 2]
Don't want to hear about it
Every single one's got a story to tell
Everyone knows about it
From the Queen of England to the Hounds of Hell
And if I catch it coming back my way
I'm gonna serve it to you
And that ain't what you want to hear
But that's what I'll do
[Pre-Chorus 2]
And the feeling coming from my bones
Says ""Find a home""

[Instrumental Chorus]

[Guitar Solo]

[Verse 3]
I'm going to Wichita
Far from this opera forevermore
I'm gonna work the straw
Make the sweat drip out of every pore
And I'm bleeding, and I'm bleeding, and I'm bleeding
Right before the Lord
All the words are gonna bleed from me
And I will sing no more

[Pre-Chorus 3]
And the stains coming from my blood
Tell me ""Go back home""

[Instrumental Chorus]",1511
Seventeen,Winger,51.5625,26,1989-02-22,78,1989-06-07,89,16,2ZS0wDcdfrJPC86u5aJGo9,57,4aMtQDeDMAHBfh7cE87PWo,Winger,1988,The Sound of Album Rock,3yj9YnQGTdnFuKbDyXGDi6,rock,album rock,0.577,0.676,8,-11.931,1,0.0295,8.95e-4,2.29e-6,0.0625,0.676,95.98,245267,rock,1988,10807,{},"Yeah, I saw sparks fly from the corner of my eye
And when I turned, ooh, it was love at first sight
I said, ""Please excuse me, I didn't catch your name
Oh, it'd be a shame not to see you again""

And just when I thought
She was comin' to my door
She whispered sweet
And brought me to the floor

She said, ""I'm only seventeen (Seventeen)
I'll show you love like you've never seen"", oh
She's only seventeen (Seventeen)
Daddy says she's too young
But she's old enough for me

Mm, come to my place, we can talk it over
Oh, everythin' goin' down in your head
She said, ""Take it easy, I need some time
Time to work it out, to make you mine""
And just when I thought
She was comin' to my door
She whispered sweet
And brought me to the floor

She said, ""I'm only seventeen (seventeen)
You ain't seen love
Ain't seen nothin' like me""
She's only seventeen, seventeen, yeah, yeah

Yeah, such a bad girl, loves to work me overtime
Feels good dancin' close to the borderline
She's a magic mountain, she's a leather glove
Oh, she's my soul, it must be love

She's only seventeen (Seventeen)
Girl she gives me love like I've never seen
She's only seventeen (Seventeen)
Daddy says she's too young
But she's old enough for me (Seventeen)
She's everything I need (Seventeen)
Daddy says she's too young
But she's old enough, old enough for me
Yeah, yeah, yeah",1424681
Sexy Love,Ne-Yo,29.636363636363637,7,2006-06-21,98,2006-11-15,42,22,6OzCmbmKvXcamW6YhnhT5x,4,1WO7bigEZckVrkzPBjAsiQ,In My Own Words,2006-01-01,Ultimate Throwbacks Collection,1dsaMvnC1hXPCNGC4aVtjj,r&b,new jack swing,0.693,0.516,8,-6.446,1,0.0413,0.297,1.27e-4,0.0604,0.494,94.02,220853,rap,2006,93739,{},"[Intro]
My sexy love
So sexy

[Verse 1]
She makes the hairs on the back of my neck stand up
Just one touch
And I erupt like a volcano and cover her with my love
Baby girl, you make me say

[Pre-Chorus]
And I just can't think (Of anything else I'd rather do)
Than to hear you sing (Sing my name the way you do)
When we do our thing (When we do the things we do)
Baby girl, you make me say

[Hook]
Sexy love
Girl, the things you do (Oh baby, baby)
Keep me sprung
Keep me running back to you
Oh, I love making love to you
Baby girl, you know you're my (Sexy love)
[Verse 2]
I'm so addicted to her
She's the sweetest drug
Just enough
Still too much say that I'm simping
And I'm sprung all of the above
I can't help she makes me say

[Pre-Chorus]
And I just can't think (Of anything else I'd rather do)
Than to hear you sing (Sing my name the way you do)
When we do our thing (When we do the things we do)
Baby girl, you make me say

[Hook]
Sexy love
Girl, the things you do
(Oh baby baby)
Keep me sprung
Keep me running back to you
Oh, I love making love to you
Baby girl, you know you're my (Sexy love)

[Verse 3]
Oh, baby what we do
It makes the sun come up
Keep on lovin' 'til it goes back down
And I don't know what I'd do
If I would lose your touch
That's why I'm always keeping you around
My sexy love
[Hook]
Sexy love
Girl, the things you do
(Oh baby, baby)
Keep me sprung, keep me running back to you
Oh, I love making love to you
Baby girl you know you're my (Sexy love)
Sexy love
Girl, the things you do
(Oh baby, baby)
Keep me sprung
Keep me running back to you
Oh, I love making love to you
Baby girl, you know you're my (Sexy love)

[Outro]
She makes the hairs on the back of my neck stand up
Just one touch",141996
